Question,Answers,Comment,Instructions,Render as
（　）たる彼を失った今、社長は丸腰で戦場に赴くのと同じだ。,阿衡之佐,__阿衡之佐__たる彼を失った今、社長は丸腰で戦場に赴くのと同じだ。,Type the reading!,Text
（　）としての才覚は相当のものだった。,阿衡之佐,__阿衡之佐__としての才覚は相当のものだった。,Type the reading!,Text
トップランナー企業には、最高経営責任者の傍に（　）ともいうべき部下がいるものだ。,阿衡之佐,トップランナー企業には、最高経営責任者の傍に__阿衡之佐__ともいうべき部下がいるものだ。,Type the reading!,Text
自分が社長の（　）だと？　思い上がりも甚だしい！,阿衡之佐,自分が社長の__阿衡之佐__だと？　思い上がりも甚だしい！,Type the reading!,Text
彼の（　）としての手腕は、言うまでもない。,阿衡之佐,彼の__阿衡之佐__としての手腕は、言うまでもない。,Type the reading!,Text
彼はまさにこの会社の（　）と言うべき人物だ。,阿衡之佐,彼はまさにこの会社の__阿衡之佐__と言うべき人物だ。,Type the reading!,Text
（　）を望む人は、誰もいない。,阿修羅道,__阿修羅道__を望む人は、誰もいない。,Type the reading!,Text
アフリカの一部の地域は、今でも（　）の状態が続いている。,阿修羅道,アフリカの一部の地域は、今でも__阿修羅道__の状態が続いている。,Type the reading!,Text
テロリズムが横行する世界情勢は、（　）だ。,阿修羅道,テロリズムが横行する世界情勢は、__阿修羅道__だ。,Type the reading!,Text
中東紛争の（　）に巻き込まれた子供たちが悲惨だ。,阿修羅道,中東紛争の__阿修羅道__に巻き込まれた子供たちが悲惨だ。,Type the reading!,Text
日本はもっと世界平和に貢献して、この（　）の世界を変えていくべきだ。,阿修羅道,日本はもっと世界平和に貢献して、この__阿修羅道__の世界を変えていくべきだ。,Type the reading!,Text
（　）で今をごまかしても、いつか必ずボロがでる。,阿世曲学,__阿世曲学__で今をごまかしても、いつか必ずボロがでる。,Type the reading!,Text
（　）にならないためにも、信念を持って研究にあたらなければならない。,阿世曲学,__阿世曲学__にならないためにも、信念を持って研究にあたらなければならない。,Type the reading!,Text
このままでは、後の世から（　）の非難を浴びることになる。,阿世曲学,このままでは、後の世から__阿世曲学__の非難を浴びることになる。,Type the reading!,Text
昔の中国の学者は、皇帝の顔色をうかがって（　）にならざるを得なかったそうだ。,阿世曲学,昔の中国の学者は、皇帝の顔色をうかがって__阿世曲学__にならざるを得なかったそうだ。,Type the reading!,Text
中にはプライドもなく、（　）に走る不尊な学者がいるのも確かだ。,阿世曲学,中にはプライドもなく、__阿世曲学__に走る不尊な学者がいるのも確かだ。,Type the reading!,Text
（　）の結果にならぬよう、我が塾は夏期講習をしっかりと行っていく。,阿鼻叫喚,__阿鼻叫喚__の結果にならぬよう、我が塾は夏期講習をしっかりと行っていく。,Type the reading!,Text
それは、（　）の中から、一筋の光が見えた瞬間だった。,阿鼻叫喚,それは、__阿鼻叫喚__の中から、一筋の光が見えた瞬間だった。,Type the reading!,Text
応援席の誰もが（　）を予感した時、その満塁ホームランが飛び出した。,阿鼻叫喚,応援席の誰もが__阿鼻叫喚__を予感した時、その満塁ホームランが飛び出した。,Type the reading!,Text
金メダルを期待されていた選手が選外の結果になり、日本中が（　）だった。,阿鼻叫喚,金メダルを期待されていた選手が選外の結果になり、日本中が__阿鼻叫喚__だった。,Type the reading!,Text
列車事故の現場は、まさに（　）の地獄絵図だった。,阿鼻叫喚,列車事故の現場は、まさに__阿鼻叫喚__の地獄絵図だった。,Type the reading!,Text
あんまり嘘ばかりついていると、（　）行きになるよ。,阿鼻地獄,あんまり嘘ばかりついていると、__阿鼻地獄__行きになるよ。,Type the reading!,Text
その仕事は徹夜続きで、まるで（　）のようだった。,阿鼻地獄,その仕事は徹夜続きで、まるで__阿鼻地獄__のようだった。,Type the reading!,Text
彼は（　）に墜ちても仕方がないほどひどいことをしているという、自覚はあるのか。,阿鼻地獄,彼は__阿鼻地獄__に墜ちても仕方がないほどひどいことをしているという、自覚はあるのか。,Type the reading!,Text
彼女は自分の息子に、悪いことをすると（　）に落ちると教えて、道徳を諭した。,阿鼻地獄,彼女は自分の息子に、悪いことをすると__阿鼻地獄__に落ちると教えて、道徳を諭した。,Type the reading!,Text
