Question,Answers,Comment,Instructions,Render as
__嬉__しい,うれ,嬉 → JPDB Kanji Freq: 519,漢字の読みを入力してください,Text
__嘘__,うそ,嘘 → JPDB Kanji Freq: 730,漢字の読みを入力してください,Text
__頷__く・肯く・首肯く,うなず,頷 → JPDB Kanji Freq: 821,漢字の読みを入力してください,Text
"売り__叩__く
__叩__く
①叩いて払いのける。 ②ぶつ。打つ。","たた,はた",叩 → JPDB Kanji Freq: 851,漢字の読みを入力してください,Text
小__綺__麗，__綺__麗,き,綺 → JPDB Kanji Freq: 939,漢字の読みを入力してください,Text
__呟__く,つぶや,呟 → JPDB Kanji Freq: 957,漢字の読みを入力してください,Text
"__伊__達
❶ことさら俠気を示そうとすること。
「男伊達」
❷ことさら人目を引くような派手な振る舞いをすること。また、見栄を張って服装などの外見を飾ること。
❸好みなどが粋であること。",だ,伊 → JPDB Kanji Freq: 1012,漢字の読みを入力してください,Text
__頬__張る,ほお,頬 → JPDB Kanji Freq: 1040,漢字の読みを入力してください,Text
__撫__でる，掻い__撫__で,な,撫 → JPDB Kanji Freq: 1041,漢字の読みを入力してください,Text
食い__繫__ぐ，__繋__がる，__繋__ぐ,つな,繋 → JPDB Kanji Freq: 1071,漢字の読みを入力してください,Text
__噂__,うわさ,噂 → JPDB Kanji Freq: 1072,漢字の読みを入力してください,Text
__呆__れ返る，__呆__れる・惘れる,あき,呆 → JPDB Kanji Freq: 1099,漢字の読みを入力してください,Text
物__貰__い，__貰__う,もら,貰 → JPDB Kanji Freq: 1114,漢字の読みを入力してください,Text
雲蒸__龍__変,りゅう,龍 → JPDB Kanji Freq: 1121,漢字の読みを入力してください,Text
大__掴__み，捕まえる・__掴__まえる・捉まえる,つか,掴 → JPDB Kanji Freq: 1125,漢字の読みを入力してください,Text
__溜__まる，__溜__める,た,溜 → JPDB Kanji Freq: 1201,漢字の読みを入力してください,Text
打ち__揃__う，顔__揃__い,そろ,揃 → JPDB Kanji Freq: 1206,漢字の読みを入力してください,Text
__睨__む，__睨__合う，__睨__めっこ,にら,睨 → JPDB Kanji Freq: 1213,漢字の読みを入力してください,Text
__濡__らす，しょぼ__濡__れる,ぬ,濡 → JPDB Kanji Freq: 1227,漢字の読みを入力してください,Text
__覗__き，差__覗__く,のぞ,覗 → JPDB Kanji Freq: 1231,漢字の読みを入力してください,Text
毛__槍__,やり,槍 → JPDB Kanji Freq: 1256,漢字の読みを入力してください,Text
__乃__ち,すなわ,乃 → JPDB Kanji Freq: 1258,漢字の読みを入力してください,Text
天__之__邪鬼，承知__之__助,の,之 → JPDB Kanji Freq: 1262,漢字の読みを入力してください,Text
__喋__る，御__喋__り,しゃべ,喋 → JPDB Kanji Freq: 1276,漢字の読みを入力してください,Text
__云__う,い,云 → JPDB Kanji Freq: 1280,漢字の読みを入力してください,Text
歯__噛__み，__噛__み付く,か,噛 → JPDB Kanji Freq: 1282,漢字の読みを入力してください,Text
__溢__れ出る，__溢__れる,あふ,溢 → JPDB Kanji Freq: 1289,漢字の読みを入力してください,Text
鵜__呑__み，湯__呑__み，息を__呑__む,の,呑 → JPDB Kanji Freq: 1318,漢字の読みを入力してください,Text
__狼狽__える,うろた,"狼 → JPDB Kanji Freq: 1322
狽 → JPDB Kanji Freq: 2351",漢字の読みを入力してください,Text
一匹__狼__,おおかみ,狼 → JPDB Kanji Freq: 1322,漢字の読みを入力してください,Text
__訊__ねる,たず,訊 → JPDB Kanji Freq: 1324,漢字の読みを入力してください,Text
__怯__える・脅える,おび,怯 → JPDB Kanji Freq: 1328,漢字の読みを入力してください,Text
__也__，可__也__,なり,也 → JPDB Kanji Freq: 1344,漢字の読みを入力してください,Text
__舐__める，__舐__め回す,な,舐 → JPDB Kanji Freq: 1365,漢字の読みを入力してください,Text
__膣__内,ちつ,膣 → JPDB Kanji Freq: 1368,漢字の読みを入力してください,Text
__喧__しい,やかま,喧 → JPDB Kanji Freq: 1402,漢字の読みを入力してください,Text
__歪__み，__歪__む,ゆが,歪 → JPDB Kanji Freq: 1404,漢字の読みを入力してください,Text
__歪__,いびつ,歪 → JPDB Kanji Freq: 1404,漢字の読みを入力してください,Text
__叶__う，__叶__える,かな,叶 → JPDB Kanji Freq: 1424,漢字の読みを入力してください,Text
寝__惚__ける，自__惚__れる，__惚__れる,ぼ,惚 → JPDB Kanji Freq: 1438,漢字の読みを入力してください,Text
見__惚__れる (Rib - 遠くで居て),と,惚 → JPDB Kanji Freq: 1438,漢字の読みを入力してください,Text
__惚__気，__惚__気る,のろ,惚 → JPDB Kanji Freq: 1438,漢字の読みを入力してください,Text
__惚__れる，聞__惚__れる，__惚__れた腫れた，__惚__れ薬,ほ,惚 → JPDB Kanji Freq: 1438,漢字の読みを入力してください,Text
__馴__染，顔__馴__染み,な,馴 → JPDB Kanji Freq: 1448,漢字の読みを入力してください,Text
__筈__，手__筈__,はず,筈 → JPDB Kanji Freq: 1464,漢字の読みを入力してください,Text
__阿__鼻叫喚,あ,阿 → JPDB Kanji Freq: 1471,漢字の読みを入力してください,Text
喧__嘩__,か,嘩 → JPDB Kanji Freq: 1479,漢字の読みを入力してください,Text
__鎧__，__鎧__板,よろい,鎧 → JPDB Kanji Freq: 1484,漢字の読みを入力してください,Text
叡__智__,ち,智 → JPDB Kanji Freq: 1490,漢字の読みを入力してください,Text
__葵__，古賀__葵__,あおい,葵 → JPDB Kanji Freq: 1495,漢字の読みを入力してください,Text
札__幌__，__幌__馬車,ほろ,幌 → JPDB Kanji Freq: 1512,漢字の読みを入力してください,Text
面__喰__う，居__喰__い,"く,ぐ",喰 → JPDB Kanji Freq: 1513,漢字の読みを入力してください,Text
__纏__わる，__纏__る，這い__纏__わる,まつ,纏 → JPDB Kanji Freq: 1521,漢字の読みを入力してください,Text
__纏__まる，足手__纏__い，__纏__める,まと,纏 → JPDB Kanji Freq: 1521,漢字の読みを入力してください,Text
__騙__り，__騙__る,かた,騙 → JPDB Kanji Freq: 1530,漢字の読みを入力してください,Text
__騙__し込む，__騙__す，__騙__し討ち,だま,騙 → JPDB Kanji Freq: 1530,漢字の読みを入力してください,Text
__勿__体，__勿__論，__勿__怪,"もち,もっ",勿 → JPDB Kanji Freq: 1532,漢字の読みを入力してください,Text
"__這__い蹲る，__這__上がる
__這__う__這__うの体","は,ほ",這 → JPDB Kanji Freq: 1536,漢字の読みを入力してください,Text
虎__杖__,どり,杖 → JPDB Kanji Freq: 1537,漢字の読みを入力してください,Text
__杖__，側__杖__,つえ,杖 → JPDB Kanji Freq: 1537,漢字の読みを入力してください,Text
__此__奴，__此__処，彼方__此__方,こ,此 → JPDB Kanji Freq: 1559,漢字の読みを入力してください,Text
藻__掻__く，足__掻__く，__掻__い潜る，__掻__い摘む,か,掻 → JPDB Kanji Freq: 1561,漢字の読みを入力してください,Text
__辿__着く，__辿__読み，__辿__る,たど,辿 → JPDB Kanji Freq: 1566,漢字の読みを入力してください,Text
__蒼__い，__蒼__白い,あお,蒼 → JPDB Kanji Freq: 1569,漢字の読みを入力してください,Text
復__讐__，怨__讐__,しゅう,讐 → JPDB Kanji Freq: 1574,漢字の読みを入力してください,Text
枢機__卿__，レイモンド__卿__（シロナガス島への帰還）,きょう,卿 → JPDB Kanji Freq: 1586,漢字の読みを入力してください,Text
__凛__々しい,り,凛 → JPDB Kanji Freq: 1588,漢字の読みを入力してください,Text
__揉__む，__揉__める，__揉__め事，__揉__み洗い,も,揉 → JPDB Kanji Freq: 1592,漢字の読みを入力してください,Text
__駒__落ち，__駒__,こま,駒 → JPDB Kanji Freq: 1595,漢字の読みを入力してください,Text
__翔__る，飛__翔__る,かけ,翔 → JPDB Kanji Freq: 1607,漢字の読みを入力してください,Text
羅__紗__，寒冷__紗__，袱__紗__,"さ,しゃ",紗 → JPDB Kanji Freq: 1609,漢字の読みを入力してください,Text
__杏__子・__杏__，__杏__仁豆腐,"あん,あんず",杏 → JPDB Kanji Freq: 1612,漢字の読みを入力してください,Text
茉__莉__，茉__莉__花,り,莉 → JPDB Kanji Freq: 1613,漢字の読みを入力してください,Text
__罠__に掛かる，__罠__猟,わな,罠 → JPDB Kanji Freq: 1622,漢字の読みを入力してください,Text
言葉の__綾__，__綾__取り,あや,綾 → JPDB Kanji Freq: 1624,漢字の読みを入力してください,Text
__蘇__る・甦る,よみがえ,蘇 → JPDB Kanji Freq: 1627,漢字の読みを入力してください,Text
お__爺__さん・御__爺__さん,じい,爺 → JPDB Kanji Freq: 1637,漢字の読みを入力してください,Text
__囁__く,ささや,囁 → JPDB Kanji Freq: 1638,漢字の読みを入力してください,Text
生き甲__斐__，言い甲__斐__，甲__斐__甲__斐__しい,い,斐 → JPDB Kanji Freq: 1645,漢字の読みを入力してください,Text
__狐__，__狐__火，__狐__の嫁入り,きつね,狐 → JPDB Kanji Freq: 1666,漢字の読みを入力してください,Text
目映い・__眩__い,まばゆ,眩 → JPDB Kanji Freq: 1676,漢字の読みを入力してください,Text
__眩__めく，目__眩__まし,くら,眩 → JPDB Kanji Freq: 1676,漢字の読みを入力してください,Text
__眩__しい,まぶ,眩 → JPDB Kanji Freq: 1676,漢字の読みを入力してください,Text
紅__蓮__，__蓮__華，金__蓮__花,れん,蓮 → JPDB Kanji Freq: 1677,漢字の読みを入力してください,Text
__躊躇__う,ためら,"躊 → JPDB Kanji Freq: 1694
躇 → JPDB Kanji Freq: 1695",漢字の読みを入力してください,Text
__其__方，__其__処,そ,其 → JPDB Kanji Freq: 1698,漢字の読みを入力してください,Text
__凪__ぐ， __凪__ (和ぎ),な,凪 → JPDB Kanji Freq: 1703,漢字の読みを入力してください,Text
安__堵__,ど,堵 → JPDB Kanji Freq: 1710,漢字の読みを入力してください,Text
"__瑞__々しい
①若く生き生きとしたようすだ。 
「━はだ・━感性」",みず,瑞 → JPDB Kanji Freq: 1716,漢字の読みを入力してください,Text
__巫__女,み,巫 → JPDB Kanji Freq: 1723,漢字の読みを入力してください,Text
__逢__い引き，__逢__う,あ,逢 → JPDB Kanji Freq: 1727,漢字の読みを入力してください,Text
__茜__色，__茜__雲，__茜__,あかね,茜 → JPDB Kanji Freq: 1734,漢字の読みを入力してください,Text
__痺__れる，__痺__れ，__痺__れ鰻，__痺__れ薬,しび,痺 → JPDB Kanji Freq: 1735,漢字の読みを入力してください,Text
__彦__星，岡本信__彦__，山__彦__,"ひこ,びこ",彦 → JPDB Kanji Freq: 1740,漢字の読みを入力してください,Text
"__絆される，__絆__す
〔人情に〕からまれる。情にひかされる。
「相手の情にほだされて結婚した・熱意に━」",ほだ,絆 → JPDB Kanji Freq: 1743,漢字の読みを入力してください,Text
__絆__（木綱）,きずな,絆 → JPDB Kanji Freq: 1743,漢字の読みを入力してください,Text
__楓__ :maple_leaf:,かえで,楓 → JPDB Kanji Freq: 1747,漢字の読みを入力してください,Text
__捧__げる，__捧__げ物，__捧__げ銃，__捧__ぐ,ささ,捧 → JPDB Kanji Freq: 1751,漢字の読みを入力してください,Text
__牢__獄，__牢__屋,ろう,牢 → JPDB Kanji Freq: 1754,漢字の読みを入力してください,Text
__俯__す・〇〇伏す，__俯__せ,うつぶ,俯 → JPDB Kanji Freq: 1757,漢字の読みを入力してください,Text
差__俯__く，__俯__く,うつむ,俯 → JPDB Kanji Freq: 1757,漢字の読みを入力してください,Text
__鷹__の爪，__鷹__派，禿__鷹__，夜__鷹__,たか,鷹 → JPDB Kanji Freq: 1758,漢字の読みを入力してください,Text
拍手・__柏__手,かしわ,柏 → JPDB Kanji Freq: 1767,漢字の読みを入力してください,Text
__隼__人，__隼__ :eagle:,"はやぶさ,はや",隼 → JPDB Kanji Freq: 1768,漢字の読みを入力してください,Text
__咳__く，__咳__払い，__咳__き込む,せ,咳 → JPDB Kanji Freq: 1770,漢字の読みを入力してください,Text
__尖__る，__尖__り声,とが,尖 → JPDB Kanji Freq: 1772,漢字の読みを入力してください,Text
驚__愕__，愧__愕__,がく,愕 → JPDB Kanji Freq: 1778,漢字の読みを入力してください,Text
"__吾__||が||輩，__吾__輩
__吾__々，__吾__ら","わが,わ,われ",吾 → JPDB Kanji Freq: 1781,漢字の読みを入力してください,Text
__遥__か，__遥__か昔，__遥__か彼方,はる,遥 → JPDB Kanji Freq: 1786,漢字の読みを入力してください,Text
__奢__る，__奢__り,おご,奢 → JPDB Kanji Freq: 1788,漢字の読みを入力してください,Text
__蘭__学，鈴__蘭__，__蘭__方医,らん,蘭 → JPDB Kanji Freq: 1791,漢字の読みを入力してください,Text
__雫__，雨__雫__，一__雫__,しずく,雫 → JPDB Kanji Freq: 1793,漢字の読みを入力してください,Text
__轟__く，__轟__かす,とどろ,轟 → JPDB Kanji Freq: 1797,漢字の読みを入力してください,Text
危険に__晒__す，雨曝し・雨__晒__し，__晒__飴，__晒__し首,さら,晒 → JPDB Kanji Freq: 1799,漢字の読みを入力してください,Text
__訝__しい，__訝__る,いぶか,訝 → JPDB Kanji Freq: 1800,漢字の読みを入力してください,Text
__憑__く，取り__憑__く,つ,憑 → JPDB Kanji Freq: 1802,漢字の読みを入力してください,Text
__閃__かす，__閃__く,ひらめ,閃 → JPDB Kanji Freq: 1810,漢字の読みを入力してください,Text
__傭__兵，__傭__愚,よう,傭 → JPDB Kanji Freq: 1813,漢字の読みを入力してください,Text
__旭__日，__旭__光,きょく,旭 → JPDB Kanji Freq: 1815,漢字の読みを入力してください,Text
"__兎__に角，__兎__も角，__兎__や角
脱__兎__，二__兎__",と,兎 → JPDB Kanji Freq: 1816,漢字の読みを入力してください,Text
__兎__，__兎__跳び,うさぎ,兎 → JPDB Kanji Freq: 1816,漢字の読みを入力してください,Text
下__萌__え，__萌__え，__萌__える,も,萌 → JPDB Kanji Freq: 1817,漢字の読みを入力してください,Text
兆す・__萌__す，__萌__し,きざ,萌 → JPDB Kanji Freq: 1817,漢字の読みを入力してください,Text
"潮・__汐__
藻塩・藻__汐__",しお,汐 → JPDB Kanji Freq: 1819,漢字の読みを入力してください,Text
__窺__う，__窺__い知る,うかが,窺 → JPDB Kanji Freq: 1824,漢字の読みを入力してください,Text
__滲__み出る，__滲__む,にじ,滲 → JPDB Kanji Freq: 1826,漢字の読みを入力してください,Text
__妾__,めかけ,妾 → JPDB Kanji Freq: 1833,漢字の読みを入力してください,Text
梧__桐__，__桐__，前__桐__,きり,桐 → JPDB Kanji Freq: 1835,漢字の読みを入力してください,Text
__霞__む，__霞||み||__が関，__霞||み||__草,かす,霞 → JPDB Kanji Freq: 1836,漢字の読みを入力してください,Text
__薔薇__，野__薔薇__,ばら,"薇 → JPDB Kanji Freq: 1837
薔 → JPDB Kanji Freq: 1843",漢字の読みを入力してください,Text
__悶__える,もだ,悶 → JPDB Kanji Freq: 1840,漢字の読みを入力してください,Text
赤味__噌__，甘味__噌__,そ,噌 → JPDB Kanji Freq: 1847,漢字の読みを入力してください,Text
右近の__橘__，__橘__,たちばな,橘 → JPDB Kanji Freq: 1848,漢字の読みを入力してください,Text
__塵__，__塵__溜め,ごみ,塵 → JPDB Kanji Freq: 1854,漢字の読みを入力してください,Text
楽屋__雀__，__雀__の戸締まり，__雀__，京__雀__,すずめ,雀 → JPDB Kanji Freq: 1857,漢字の読みを入力してください,Text
__蝶__,ちょう,蝶 → JPDB Kanji Freq: 1863,漢字の読みを入力してください,Text
折り__鞄__，__鞄__，旅行__鞄__,かばん,鞄 → JPDB Kanji Freq: 1865,漢字の読みを入力してください,Text
__唸__り，__唸__る・呻る,うな,唸 → JPDB Kanji Freq: 1869,漢字の読みを入力してください,Text
__厨__船，__厨__〔雅〕台所。,くりや,厨 → JPDB Kanji Freq: 1873,漢字の読みを入力してください,Text
名__弘__め，澤野__弘__之,ひろ,弘 → JPDB Kanji Freq: 1877,漢字の読みを入力してください,Text
哀れむ・__憐__れむ,あわ,憐 → JPDB Kanji Freq: 1881,漢字の読みを入力してください,Text
__圭__角，土__圭__，刀__圭__,けい,圭 → JPDB Kanji Freq: 1883,漢字の読みを入力してください,Text
__殆__ど，__殆__ど無い,ほとん,殆 → JPDB Kanji Freq: 1884,漢字の読みを入力してください,Text
__梓__，__梓__弓，__梓__巫女,"あずさ,きささげ",梓 → JPDB Kanji Freq: 1887,漢字の読みを入力してください,Text
御__苑__，外__苑__，広辞__苑__,えん,苑 → JPDB Kanji Freq: 1893,漢字の読みを入力してください,Text
最後の__砦__，__砦__ (取出),とりで,砦 → JPDB Kanji Freq: 1903,漢字の読みを入力してください,Text
__吊__り上げる，__吊__るす，__吊__る,つ,吊 → JPDB Kanji Freq: 1906,漢字の読みを入力してください,Text
__椿__油，__椿__ (Soul Eater),つばき,椿 → JPDB Kanji Freq: 1909,漢字の読みを入力してください,Text
怨__嗟__，咄__嗟__に,さ,嗟 → JPDB Kanji Freq: 1912,漢字の読みを入力してください,Text
