Question,Answers,Comment,Instructions,Render as
__楷__書,カイ,楷 → JPDB Kanji Freq: 3921,漢字の読みを入力してください,Text
__塑__像，彫__塑__，可__塑__性,ソ,塑 → JPDB Kanji Freq: 3855,漢字の読みを入力してください,Text
__頒__布，__頒__価,ハン,頒 → JPDB Kanji Freq: 3638,漢字の読みを入力してください,Text
__逓__信，__逓__送，__逓__減,テイ,逓 → JPDB Kanji Freq: 3580,漢字の読みを入力してください,Text
__謄__写，__謄__本,トウ,謄 → JPDB Kanji Freq: 3481,漢字の読みを入力してください,Text
禁__錮__,コ,錮 → JPDB Kanji Freq: 3462,漢字の読みを入力してください,Text
__斤__量,キン,斤 → JPDB Kanji Freq: 3433,漢字の読みを入力してください,Text
定__款__，借__款__，落__款__,カン,款 → JPDB Kanji Freq: 3415,漢字の読みを入力してください,Text
__丙__種，甲乙__丙__,ヘイ,丙 → JPDB Kanji Freq: 3370,漢字の読みを入力してください,Text
肥__沃__,ヨク,沃 → JPDB Kanji Freq: 3344,漢字の読みを入力してください,Text
俳__諧__,カイ,諧 → JPDB Kanji Freq: 3341,漢字の読みを入力してください,Text
弾__劾__,ガイ,劾 → JPDB Kanji Freq: 3323,漢字の読みを入力してください,Text
__酪__農,ラク,酪 → JPDB Kanji Freq: 3284,漢字の読みを入力してください,Text
__倹__約，節__倹__，勤__倹__,ケン,倹 → JPDB Kanji Freq: 3282,漢字の読みを入力してください,Text
__恣__意的,シ,恣 → JPDB Kanji Freq: 3273,漢字の読みを入力してください,Text
__詔__勅，__詔__書,ショウ,詔 → JPDB Kanji Freq: 3259,漢字の読みを入力してください,Text
御__璽__，国__璽__,ジ,璽 → JPDB Kanji Freq: 3228,漢字の読みを入力してください,Text
__衷__心，折__衷__，苦__衷__,チュウ,衷 → JPDB Kanji Freq: 3220,漢字の読みを入力してください,Text
__陪__席，__陪__食，__陪__審,バイ,陪 → JPDB Kanji Freq: 3217,漢字の読みを入力してください,Text
種__痘__，水__痘__，天然__痘__,トウ,痘 → JPDB Kanji Freq: 3202,漢字の読みを入力してください,Text
__訃__報,フ,訃 → JPDB Kanji Freq: 3200,漢字の読みを入力してください,Text
__儒__学，__儒__教，__儒__者,ジュ,儒 → JPDB Kanji Freq: 3155,漢字の読みを入力してください,Text
更__迭__,テツ,迭 → JPDB Kanji Freq: 3154,漢字の読みを入力してください,Text
__抄__録，__抄__本，__抄__訳,ショウ,抄 → JPDB Kanji Freq: 3151,漢字の読みを入力してください,Text
開__墾__,コン,墾 → JPDB Kanji Freq: 3144,漢字の読みを入力してください,Text
__遵__守，__遵__法,ジュン,遵 → JPDB Kanji Freq: 3127,漢字の読みを入力してください,Text
__嘱__託，委__嘱__,ショク,嘱 → JPDB Kanji Freq: 3100,漢字の読みを入力してください,Text
憧__憬__,ケイ,憬 → JPDB Kanji Freq: 3099,漢字の読みを入力してください,Text
__堆__積,タイ,堆 → JPDB Kanji Freq: 3094,漢字の読みを入力してください,Text
__租__税，公__租__公課,ソ,租 → JPDB Kanji Freq: 3092,漢字の読みを入力してください,Text
__氾__濫,ハン,氾 → JPDB Kanji Freq: 3066,漢字の読みを入力してください,Text
__罷__業，__罷__免,ヒ,罷 → JPDB Kanji Freq: 3059,漢字の読みを入力してください,Text
__諮__問,シ,諮 → JPDB Kanji Freq: 3033,漢字の読みを入力してください,Text
__朕__は国家なり,チン,朕 → JPDB Kanji Freq: 3013,漢字の読みを入力してください,Text
__哺__乳類,ホ,哺 → JPDB Kanji Freq: 2992,漢字の読みを入力してください,Text
語__彙__,イ,彙 → JPDB Kanji Freq: 2979,漢字の読みを入力してください,Text
__毀__損，__毀__誉,キ,毀 → JPDB Kanji Freq: 2953,漢字の読みを入力してください,Text
__鋳__造，__鋳__鉄，改__鋳__,チュウ,鋳 → JPDB Kanji Freq: 2909,漢字の読みを入力してください,Text
__俸__給，年__俸__，本__俸__,ホウ,俸 → JPDB Kanji Freq: 2866,漢字の読みを入力してください,Text
__蚕__糸，__蚕__食，養__蚕__,サン,蚕 → JPDB Kanji Freq: 2861,漢字の読みを入力してください,Text
__嗣__子，嫡__嗣__,シ,嗣 → JPDB Kanji Freq: 2838,漢字の読みを入力してください,Text
__窯__業,ヨウ,窯 → JPDB Kanji Freq: 2798,漢字の読みを入力してください,Text
__寡__黙，__寡__婦，多__寡__,カ,寡 → JPDB Kanji Freq: 2776,漢字の読みを入力してください,Text
一分一__厘__,リン,厘 → JPDB Kanji Freq: 2775,漢字の読みを入力してください,Text
__舶__来，船__舶__,ハク,舶 → JPDB Kanji Freq: 2773,漢字の読みを入力してください,Text
土__壌__,ジョウ,壌 → JPDB Kanji Freq: 2772,漢字の読みを入力してください,Text
遺__憾__,カン,憾 → JPDB Kanji Freq: 2770,漢字の読みを入力してください,Text
凡__庸__，中__庸__,ヨウ,庸 → JPDB Kanji Freq: 2768,漢字の読みを入力してください,Text
疫__痢__，下__痢__，赤__痢__,リ,痢 → JPDB Kanji Freq: 2764,漢字の読みを入力してください,Text
__汎__用,ハン,汎 → JPDB Kanji Freq: 2754,漢字の読みを入力してください,Text
