Question,Answers,Comment,Instructions,Render as
仏教の教えでは、（　）はしばしば欲望や争いの象徴として描かれる。,阿修羅,仏教の教えでは、__阿修羅__はしばしば欲望や争いの象徴として描かれる。,Type the reading!,Text
（　）の像は、その怒りに満ちた表情から強いインパクトを与える。,阿修羅,__阿修羅__の像は、その怒りに満ちた表情から強いインパクトを与える。,Type the reading!,Text
彼の心の中には、まるで（　）のような激しい怒りが渦巻いている。,阿修羅,彼の心の中には、まるで__阿修羅__のような激しい怒りが渦巻いている。,Type the reading!,Text
（　）の伝説は、力強さや戦いの精神を象徴しているが、内面的な苦悩も表現されている。,阿修羅,__阿修羅__の伝説は、力強さや戦いの精神を象徴しているが、内面的な苦悩も表現されている。,Type the reading!,Text
腑抜けのようになった健太くんにいいようのない（　）を覚えた。,哀感,腑抜けのようになった健太くんにいいようのない__哀感__を覚えた。,Type the reading!,Text
耐えがたい（　）を感じ涙ぐんだ。,哀感,耐えがたい__哀感__を感じ涙ぐんだ。,Type the reading!,Text
健太くんの心を領している（　）は増すばかりでした。,哀感,健太くんの心を領している__哀感__は増すばかりでした。,Type the reading!,Text
胸をえぐり取られたような（　）に苦しむ。,哀感,胸をえぐり取られたような__哀感__に苦しむ。,Type the reading!,Text
その小説を読むと切々たる（　）に胸が痛くなる。,哀感,その小説を読むと切々たる__哀感__に胸が痛くなる。,Type the reading!,Text
人生の（　）を描いたドラマだ。,哀歓,人生の__哀歓__を描いたドラマだ。,Type the reading!,Text
人生の（　）を共にする。,哀歓,人生の__哀歓__を共にする。,Type the reading!,Text
市井の人々の（　）を書いた作品です。,哀歓,市井の人々の__哀歓__を書いた作品です。,Type the reading!,Text
ともこちゃんは、（　）を分かち合った永年の盟友だ。,哀歓,ともこちゃんは、__哀歓__を分かち合った永年の盟友だ。,Type the reading!,Text
（　）交々に至る。,哀歓,__哀歓__交々に至る。,Type the reading!,Text
半旗を掲げて（　）の意を表します。,哀傷,半旗を掲げて__哀傷__の意を表します。,Type the reading!,Text
謹んで（　）の意を表する。,哀傷,謹んで__哀傷__の意を表する。,Type the reading!,Text
（　）の意を表して黒い服を着ています。,哀傷,__哀傷__の意を表して黒い服を着ています。,Type the reading!,Text
（　）の意を手紙で伝えた。,哀傷,__哀傷__の意を手紙で伝えた。,Type the reading!,Text
彼の亡き妻に（　）の意を捧げる。,"哀傷,哀悼","彼の亡き妻に__哀傷__の意を捧げる。
彼の亡き妻に__哀悼__の意を捧げる。",Type the reading!,Text
僕の心を包んだ（　）は、年々色濃くなっていく。,哀情,僕の心を包んだ__哀情__は、年々色濃くなっていく。,Type the reading!,Text
言葉にし難い（　）が胸を衝いて来る。,哀情,言葉にし難い__哀情__が胸を衝いて来る。,Type the reading!,Text
健太くんの心の中に、おもむろに一抹の（　）が去来した。,哀情,健太くんの心の中に、おもむろに一抹の__哀情__が去来した。,Type the reading!,Text
歓楽きわまって（　）を生じたり、愁嘆の場でつまらぬ事で笑いだすことがある。,哀情,歓楽きわまって__哀情__を生じたり、愁嘆の場でつまらぬ事で笑いだすことがある。,Type the reading!,Text
（　）を催す。,哀情,__哀情__を催す。,Type the reading!,Text
友人が亡くなったら、（　）の心なしにはいられない。,哀惜,友人が亡くなったら、__哀惜__の心なしにはいられない。,Type the reading!,Text
僕の心は、（　）の思いでいっぱいだ。,哀惜,僕の心は、__哀惜__の思いでいっぱいだ。,Type the reading!,Text
亡き妻への（　）の念が、いつまでも消えない。,哀惜,亡き妻への__哀惜__の念が、いつまでも消えない。,Type the reading!,Text
恩師の訃報に接し、（　）の念に堪えない。,哀惜,恩師の訃報に接し、__哀惜__の念に堪えない。,Type the reading!,Text
ともこちゃんの死が伝わり、（　）しない者は無かった。,哀惜,ともこちゃんの死が伝わり、__哀惜__しない者は無かった。,Type the reading!,Text
目に涙を浮かべ、手を胸の前で合わせ（　）したが、彼の考えは変わらなかった。,哀訴,目に涙を浮かべ、手を胸の前で合わせ__哀訴__したが、彼の考えは変わらなかった。,Type the reading!,Text
支払いの期限を（　）するも受け入れられなかった。,哀訴,支払いの期限を__哀訴__するも受け入れられなかった。,Type the reading!,Text
国会前でデモを行い、首相に窮状を（　）した。,哀訴,国会前でデモを行い、首相に窮状を__哀訴__した。,Type the reading!,Text
一生懸命（　）したが、思いは通じなかった。,哀訴,一生懸命__哀訴__したが、思いは通じなかった。,Type the reading!,Text
おびえた子供は、（　）するような目で彼を見た。,哀訴,おびえた子供は、__哀訴__するような目で彼を見た。,Type the reading!,Text
半旗を掲げて（　）の意を評す。,哀悼,半旗を掲げて__哀悼__の意を評す。,Type the reading!,Text
鳥も（　）の意を表して鳴いているかのようだった。,哀悼,鳥も__哀悼__の意を表して鳴いているかのようだった。,Type the reading!,Text
（　）の意を評して黒い服装を着ています。,哀悼,__哀悼__の意を評して黒い服装を着ています。,Type the reading!,Text
（　）の意を手紙で伝える。,哀悼,__哀悼__の意を手紙で伝える。,Type the reading!,Text
悲痛な（　）が聞こえた。,哀哭,悲痛な__哀哭__が聞こえた。,Type the reading!,Text
親を亡くした健太くんの（　）のほどが、礼の規定を超えていた。,哀哭,親を亡くした健太くんの__哀哭__のほどが、礼の規定を超えていた。,Type the reading!,Text
ともこちゃんは、比類ない（　）ぶりだった。,哀哭,ともこちゃんは、比類ない__哀哭__ぶりだった。,Type the reading!,Text
（　）の礼を捧げて喪に服した。,哀哭,__哀哭__の礼を捧げて喪に服した。,Type the reading!,Text
（　）のあまり、食事を受け付けず痩せ細ってしまった。,哀哭,__哀哭__のあまり、食事を受け付けず痩せ細ってしまった。,Type the reading!,Text
長年連れ添った（　）のように感じて、即決購入した。,愛機,長年連れ添った__愛機__のように感じて、即決購入した。,Type the reading!,Text
写真を撮るときは、自分の長年の勘と（　）の性能が頼りです。,愛機,写真を撮るときは、自分の長年の勘と__愛機__の性能が頼りです。,Type the reading!,Text
今空を飛んでるのは、きっと健太くんの（　）だ。,愛機,今空を飛んでるのは、きっと健太くんの__愛機__だ。,Type the reading!,Text
（　）以上のカメラに出会ったことが無いので、壊れた時は途方に暮れるだろう。,愛機,__愛機__以上のカメラに出会ったことが無いので、壊れた時は途方に暮れるだろう。,Type the reading!,Text
（　）が丈夫だったことで、墜落事故に遭っても九死に一生を得ることができた。,愛機,__愛機__が丈夫だったことで、墜落事故に遭っても九死に一生を得ることができた。,Type the reading!,Text
末長く御（　）を賜りたい。,愛顧,末長く御__愛顧__を賜りたい。,Type the reading!,Text
日頃の御（　）に感謝します。,愛顧,日頃の御__愛顧__に感謝します。,Type the reading!,Text
御（　）を賜り光栄に存じます。,愛顧,御__愛顧__を賜り光栄に存じます。,Type the reading!,Text
永年御（　）いただきましてありがとうございます。,愛顧,永年御__愛顧__いただきましてありがとうございます。,Type the reading!,Text
お客様の御（　）を感謝いたします。,愛顧,お客様の御__愛顧__を感謝いたします。,Type the reading!,Text
日本人は、比較的（　）表現が苦手だと言われている。,愛情,日本人は、比較的__愛情__表現が苦手だと言われている。,Type the reading!,Text
子供たちに惜しみない（　）を注ぐ。,愛情,子供たちに惜しみない__愛情__を注ぐ。,Type the reading!,Text
仕事に（　）をこめる。,愛情,仕事に__愛情__をこめる。,Type the reading!,Text
ともこちゃんに（　）を抱く。,愛情,ともこちゃんに__愛情__を抱く。,Type the reading!,Text
（　）をこめて娘の洋服を縫う。,愛情,__愛情__をこめて娘の洋服を縫う。,Type the reading!,Text
健太くんはあまりに馬鹿で、（　）も小想（こそ）も尽き果てた厚かましい人だ。,愛想,健太くんはあまりに馬鹿で、__愛想__も小想（こそ）も尽き果てた厚かましい人だ。,Type the reading!,Text
何のお（　）もございませんで。,愛想,何のお__愛想__もございませんで。,Type the reading!,Text
ともこちゃんはいつも無（　）だ。,愛想,ともこちゃんはいつも無__愛想__だ。,Type the reading!,Text
ともこちゃんは（　）がいい。,愛想,ともこちゃんは__愛想__がいい。,Type the reading!,Text
お（　）をいう。,愛想,お__愛想__をいう。,Type the reading!,Text
布製のバッグを（　）しています。,愛用,布製のバッグを__愛用__しています。,Type the reading!,Text
女優が（　）しているというと、一瞬で売り切れる。,愛用,女優が__愛用__しているというと、一瞬で売り切れる。,Type the reading!,Text
広辞苑は、（　）の辞書です。,愛用,広辞苑は、__愛用__の辞書です。,Type the reading!,Text
30年ずっと使い続けている（　）のカメラです。,愛用,30年ずっと使い続けている__愛用__のカメラです。,Type the reading!,Text
（　）の自転車が盗まれた。,愛用,__愛用__の自転車が盗まれた。,Type the reading!,Text
被害妄想に囚われた健太くんは、ともこちゃんの発言を（　）に取った。,悪意,被害妄想に囚われた健太くんは、ともこちゃんの発言を__悪意__に取った。,Type the reading!,Text
私は健太くんには何の（　）も抱いていない。,悪意,私は健太くんには何の__悪意__も抱いていない。,Type the reading!,Text
健太くんの言葉には明らかな（　）を感じます。,悪意,健太くんの言葉には明らかな__悪意__を感じます。,Type the reading!,Text
