Question,Answers,Comment,Instructions,Render as
（　）をまとった儒学者が大勢集まって活発な議論を交わしています。,逢掖之衣,__逢掖之衣__をまとった儒学者が大勢集まって活発な議論を交わしています。,Type the reading!,Text
（　）を着た人が、大勢前方から歩いてきましたが、威厳があってとても迫力がありました。,逢掖之衣,__逢掖之衣__を着た人が、大勢前方から歩いてきましたが、威厳があってとても迫力がありました。,Type the reading!,Text
あそこで（　）を着ている背の高い人が、儒学者である健太くんのお兄さんです。,逢掖之衣,あそこで__逢掖之衣__を着ている背の高い人が、儒学者である健太くんのお兄さんです。,Type the reading!,Text
その博物館には、貴重な当時から残っている（　）が飾ってあります。,逢掖之衣,その博物館には、貴重な当時から残っている__逢掖之衣__が飾ってあります。,Type the reading!,Text
孔子も孟子も（　）を着ていたのかと（　）を見て当時に思いをはせました。,逢掖之衣,孔子も孟子も__逢掖之衣__を着ていたのかと__逢掖之衣__を見て当時に思いをはせました。,Type the reading!,Text
そのパーティーには（　）の参会者ばかりで、健太くんだけがみすぼらしい格好で悪目立ちしていました。,綾羅錦繍,そのパーティーには__綾羅錦繍__の参会者ばかりで、健太くんだけがみすぼらしい格好で悪目立ちしていました。,Type the reading!,Text
ともこちゃんは、普段から、見るからに高価そうな（　）な服を着ています。,綾羅錦繍,ともこちゃんは、普段から、見るからに高価そうな__綾羅錦繍__な服を着ています。,Type the reading!,Text
王の棺は（　）で覆われていました。,綾羅錦繍,王の棺は__綾羅錦繍__で覆われていました。,Type the reading!,Text
王様の座席だけ、（　）で覆われていたので、一目で王様の席がわかりました。,綾羅錦繍,王様の座席だけ、__綾羅錦繍__で覆われていたので、一目で王様の席がわかりました。,Type the reading!,Text
芸能人は（　）をまとっているので、町を歩いているとサングラスをかけていてもすぐに目に留まり、わかるものです。,綾羅錦繍,芸能人は__綾羅錦繍__をまとっているので、町を歩いているとサングラスをかけていてもすぐに目に留まり、わかるものです。,Type the reading!,Text
（　）となってしまうくらいなら、沈静化するまで静観していればよかった。,以水救水,__以水救水__となってしまうくらいなら、沈静化するまで静観していればよかった。,Type the reading!,Text
ともこちゃんの失策のせいで（　）となりました。,以水救水,ともこちゃんの失策のせいで__以水救水__となりました。,Type the reading!,Text
健太くんの悪手が（　）となり、結果、最悪の事態になった。,以水救水,健太くんの悪手が__以水救水__となり、結果、最悪の事態になった。,Type the reading!,Text
健太くんは、両親の喧嘩を止めようとしたが（　）となった。,以水救水,健太くんは、両親の喧嘩を止めようとしたが__以水救水__となった。,Type the reading!,Text
怒りを鎮めようとしたのに、まさに（　）、火に油を注いだ。,以水救水,怒りを鎮めようとしたのに、まさに__以水救水__、火に油を注いだ。,Type the reading!,Text
（　）という感じだったので、健太くんは諦めました。,以水投石,__以水投石__という感じだったので、健太くんは諦めました。,Type the reading!,Text
たくさんの案を考えていったのに、けんもほろろ（　）でした。,以水投石,たくさんの案を考えていったのに、けんもほろろ__以水投石__でした。,Type the reading!,Text
健太くんのお父さんは、頑固なので（　）という感じで、聞く耳を持ちません。,以水投石,健太くんのお父さんは、頑固なので__以水投石__という感じで、聞く耳を持ちません。,Type the reading!,Text
今の政府は、（　）というように、国民の意見を受け入れない。,以水投石,今の政府は、__以水投石__というように、国民の意見を受け入れない。,Type the reading!,Text
先輩の意見は絶対で、健太くんが何を言おうとも（　）だった。,以水投石,先輩の意見は絶対で、健太くんが何を言おうとも__以水投石__だった。,Type the reading!,Text
